datetime,load,temp_avg,humidity,rain,area
2015-01-07 00:00:00,5542.052512,16.3,74.0,0.0,Area1
2015-01-07 00:15:00,5476.946368,16.3,74.0,0.0,Area1
2015-01-07 00:30:00,5370.075616,16.3,74.0,0.0,Area1
2015-01-07 00:45:00,5343.344224,16.3,74.0,0.0,Area1
2015-01-07 01:00:00,5279.193952,16.3,74.0,0.0,Area1
2015-01-07 01:15:00,5242.39984,16.3,74.0,0.0,Area1
2015-01-07 01:30:00,5175.832672,16.3,74.0,0.0,Area1
2015-01-07 01:45:00,5161.033312,16.3,74.0,0.0,Area1
2015-01-07 02:00:00,5094.655936,16.3,74.0,0.0,Area1
2015-01-07 02:15:00,5080.426048,16.3,74.0,0.0,Area1
2015-01-07 02:30:00,5050.353952,16.3,74.0,0.0,Area1
2015-01-07 02:45:00,5020.636576,16.3,74.0,0.0,Area1
2015-01-07 03:00:00,4975.8784,16.3,74.0,0.0,Area1
2015-01-07 03:15:00,4965.43888,16.3,74.0,0.0,Area1
2015-01-07 03:30:00,4934.852992,16.3,74.0,0.0,Area1
2015-01-07 03:45:00,4907.904064,16.3,74.0,0.0,Area1
2015-01-07 04:00:00,4875.254176,16.3,74.0,0.0,Area1
2015-01-07 04:15:00,4851.723904,16.3,74.0,0.0,Area1
2015-01-07 04:30:00,4831.871872,16.3,74.0,0.0,Area1
2015-01-07 04:45:00,4835.050912,16.3,74.0,0.0,Area1
2015-01-07 05:00:00,4823.246368,16.3,74.0,0.0,Area1
2015-01-07 05:15:00,4842.315136,16.3,74.0,0.0,Area1
2015-01-07 05:30:00,4855.377376,16.3,74.0,0.0,Area1
2015-01-07 05:45:00,4886.095456,16.3,74.0,0.0,Area1
2015-01-07 06:00:00,4941.09904,16.3,74.0,0.0,Area1
2015-01-07 06:15:00,5022.77824,16.3,74.0,0.0,Area1
2015-01-07 06:30:00,5115.89968,16.3,74.0,0.0,Area1
2015-01-07 06:45:00,5235.043744,16.3,74.0,0.0,Area1
2015-01-07 07:00:00,5343.326848,16.3,74.0,0.0,Area1
2015-01-07 07:15:00,5624.448928,16.3,74.0,0.0,Area1
2015-01-07 07:30:00,5834.534656,16.3,74.0,0.0,Area1
2015-01-07 07:45:00,6163.636096,16.3,74.0,0.0,Area1
2015-01-07 08:00:00,7019.542144,16.3,74.0,0.0,Area1
2015-01-07 08:15:00,7949.131552,16.3,74.0,0.0,Area1
2015-01-07 08:30:00,8272.30096,16.3,74.0,0.0,Area1
2015-01-07 08:45:00,8490.49936,16.3,74.0,0.0,Area1
2015-01-07 09:00:00,8585.472832,16.3,74.0,0.0,Area1
2015-01-07 09:15:00,8678.542144,16.3,74.0,0.0,Area1
2015-01-07 09:30:00,8748.249088,16.3,74.0,0.0,Area1
2015-01-07 09:45:00,8835.867808,16.3,74.0,0.0,Area1
2015-01-07 10:00:00,8873.029408,16.3,74.0,0.0,Area1
2015-01-07 10:15:00,8911.948768,16.3,74.0,0.0,Area1
2015-01-07 10:30:00,8974.468768,16.3,74.0,0.0,Area1
2015-01-07 10:45:00,9004.435936,16.3,74.0,0.0,Area1
2015-01-07 11:00:00,8982.62128,16.3,74.0,0.0,Area1
2015-01-07 11:15:00,8965.695616,16.3,74.0,0.0,Area1
2015-01-07 11:30:00,8802.429088,16.3,74.0,0.0,Area1
2015-01-07 11:45:00,8382.412192,16.3,74.0,0.0,Area1
2015-01-07 12:00:00,7333.5784,16.3,74.0,0.0,Area1
2015-01-07 12:15:00,6651.742624,16.3,74.0,0.0,Area1
2015-01-07 12:30:00,6592.705984,16.3,74.0,0.0,Area1
2015-01-07 12:45:00,6539.869888,16.3,74.0,0.0,Area1
2015-01-07 13:00:00,6623.94016,16.3,74.0,0.0,Area1
2015-01-07 13:15:00,6807.631552,16.3,74.0,0.0,Area1
2015-01-07 13:30:00,7339.91872,16.3,74.0,0.0,Area1
2015-01-07 13:45:00,8145.57808,16.3,74.0,0.0,Area1
2015-01-07 14:00:00,8297.18128,16.3,74.0,0.0,Area1
2015-01-07 14:15:00,8468.689408,16.3,74.0,0.0,Area1
2015-01-07 14:30:00,8511.911872,16.3,74.0,0.0,Area1
2015-01-07 14:45:00,8501.171872,16.3,74.0,0.0,Area1
2015-01-07 15:00:00,8555.495296,16.3,74.0,0.0,Area1
2015-01-07 15:15:00,8608.774336,16.3,74.0,0.0,Area1
2015-01-07 15:30:00,8673.986848,16.3,74.0,0.0,Area1
2015-01-07 15:45:00,8721.90064,16.3,74.0,0.0,Area1
2015-01-07 16:00:00,8812.372192,16.3,74.0,0.0,Area1
2015-01-07 16:15:00,8838.88192,16.3,74.0,0.0,Area1
2015-01-07 16:30:00,8877.774016,16.3,74.0,0.0,Area1
2015-01-07 16:45:00,8869.84192,16.3,74.0,0.0,Area1
2015-01-07 17:00:00,8761.436896,16.3,74.0,0.0,Area1
2015-01-07 17:15:00,8624.492512,16.3,74.0,0.0,Area1
2015-01-07 17:30:00,8112.754336,16.3,74.0,0.0,Area1
2015-01-07 17:45:00,7697.872672,16.3,74.0,0.0,Area1
2015-01-07 18:00:00,7764.17872,16.3,74.0,0.0,Area1
2015-01-07 18:15:00,8017.645984,16.3,74.0,0.0,Area1
2015-01-07 18:30:00,8308.090048,16.3,74.0,0.0,Area1
2015-01-07 18:45:00,8551.22128,16.3,74.0,0.0,Area1
2015-01-07 19:00:00,8589.406528,16.3,74.0,0.0,Area1
2015-01-07 19:15:00,8601.515296,16.3,74.0,0.0,Area1
2015-01-07 19:30:00,8503.128448,16.3,74.0,0.0,Area1
2015-01-07 19:45:00,8418.795616,16.3,74.0,0.0,Area1
2015-01-07 20:00:00,8300.475616,16.3,74.0,0.0,Area1
2015-01-07 20:15:00,8305.127488,16.3,74.0,0.0,Area1
2015-01-07 20:30:00,8300.134336,16.3,74.0,0.0,Area1
2015-01-07 20:45:00,8236.83808,16.3,74.0,0.0,Area1
2015-01-07 21:00:00,8088.87904,16.3,74.0,0.0,Area1
2015-01-07 21:15:00,7982.867488,16.3,74.0,0.0,Area1
2015-01-07 21:30:00,7855.728448,16.3,74.0,0.0,Area1
2015-01-07 21:45:00,7657.011232,16.3,74.0,0.0,Area1
2015-01-07 22:00:00,7448.85904,16.3,74.0,0.0,Area1
2015-01-07 22:15:00,7256.105344,16.3,74.0,0.0,Area1
2015-01-07 22:30:00,7035.942784,16.3,74.0,0.0,Area1
2015-01-07 22:45:00,6747.543424,16.3,74.0,0.0,Area1
2015-01-07 23:00:00,6492.47968,16.3,74.0,0.0,Area1
2015-01-07 23:15:00,6213.676576,16.3,74.0,0.0,Area1
2015-01-07 23:30:00,5945.392192,16.3,74.0,0.0,Area1
2015-01-07 23:45:00,5729.035936,16.3,74.0,0.0,Area1
2015-01-08 00:00:00,5558.756416,13.9,54.0,0.0,Area1
2015-01-08 00:15:00,5461.614496,13.9,54.0,0.0,Area1
2015-01-08 00:30:00,5370.505984,13.9,54.0,0.0,Area1
2015-01-08 00:45:00,5327.997376,13.9,54.0,0.0,Area1
2015-01-08 01:00:00,5265.877216,13.9,54.0,0.0,Area1
2015-01-08 01:15:00,5241.669088,13.9,54.0,0.0,Area1
2015-01-08 01:30:00,5181.037696,13.9,54.0,0.0,Area1
2015-01-08 01:45:00,5133.954496,13.9,54.0,0.0,Area1
2015-01-08 02:00:00,5078.742304,13.9,54.0,0.0,Area1
2015-01-08 02:15:00,5028.603904,13.9,54.0,0.0,Area1
2015-01-08 02:30:00,5009.717056,13.9,54.0,0.0,Area1
2015-01-08 02:45:00,4926.29968,13.9,54.0,0.0,Area1
2015-01-08 03:00:00,4913.964064,13.9,54.0,0.0,Area1
2015-01-08 03:15:00,4863.472192,13.9,54.0,0.0,Area1
2015-01-08 03:30:00,4866.584704,13.9,54.0,0.0,Area1
2015-01-08 03:45:00,4847.390272,13.9,54.0,0.0,Area1
2015-01-08 04:00:00,4844.23936,13.9,54.0,0.0,Area1
2015-01-08 04:15:00,4809.450112,13.9,54.0,0.0,Area1
2015-01-08 04:30:00,4794.605344,13.9,54.0,0.0,Area1
2015-01-08 04:45:00,4802.007808,13.9,54.0,0.0,Area1
2015-01-08 05:00:00,4796.32144,13.9,54.0,0.0,Area1
2015-01-08 05:15:00,4805.212672,13.9,54.0,0.0,Area1
2015-01-08 05:30:00,4821.036256,13.9,54.0,0.0,Area1
2015-01-08 05:45:00,4848.910048,13.9,54.0,0.0,Area1
2015-01-08 06:00:00,4888.613632,13.9,54.0,0.0,Area1
2015-01-08 06:15:00,5003.988928,13.9,54.0,0.0,Area1
2015-01-08 06:30:00,5088.286048,13.9,54.0,0.0,Area1
2015-01-08 06:45:00,5219.612992,13.9,54.0,0.0,Area1
2015-01-08 07:00:00,5377.295776,13.9,54.0,0.0,Area1
2015-01-08 07:15:00,5615.836576,13.9,54.0,0.0,Area1
2015-01-08 07:30:00,5864.153632,13.9,54.0,0.0,Area1
2015-01-08 07:45:00,6164.650048,13.9,54.0,0.0,Area1
2015-01-08 08:00:00,7021.523584,13.9,54.0,0.0,Area1
2015-01-08 08:15:00,7941.33904,13.9,54.0,0.0,Area1
2015-01-08 08:30:00,8225.785024,13.9,54.0,0.0,Area1
2015-01-08 08:45:00,8469.548128,13.9,54.0,0.0,Area1
2015-01-08 09:00:00,8541.39808,13.9,54.0,0.0,Area1
2015-01-08 09:15:00,8638.637536,13.9,54.0,0.0,Area1
2015-01-08 09:30:00,8678.422144,13.9,54.0,0.0,Area1
2015-01-08 09:45:00,8761.39936,13.9,54.0,0.0,Area1
2015-01-08 10:00:00,8813.223424,13.9,54.0,0.0,Area1
2015-01-08 10:15:00,8846.27872,13.9,54.0,0.0,Area1
2015-01-08 10:30:00,8908.455616,13.9,54.0,0.0,Area1
2015-01-08 10:45:00,8908.48,13.9,54.0,0.0,Area1
2015-01-08 11:00:00,8891.517856,13.9,54.0,0.0,Area1
2015-01-08 11:15:00,8882.635936,13.9,54.0,0.0,Area1
2015-01-08 11:30:00,8688.229408,13.9,54.0,0.0,Area1
2015-01-08 11:45:00,8274.150592,13.9,54.0,0.0,Area1
2015-01-08 12:00:00,7265.383744,13.9,54.0,0.0,Area1
2015-01-08 12:15:00,6564.766048,13.9,54.0,0.0,Area1
2015-01-08 12:30:00,6501.714016,13.9,54.0,0.0,Area1
2015-01-08 12:45:00,6472.485184,13.9,54.0,0.0,Area1
2015-01-08 13:00:00,6565.823584,13.9,54.0,0.0,Area1
2015-01-08 13:15:00,6734.266528,13.9,54.0,0.0,Area1
2015-01-08 13:30:00,7281.427168,13.9,54.0,0.0,Area1
2015-01-08 13:45:00,8043.044704,13.9,54.0,0.0,Area1
2015-01-08 14:00:00,8180.866528,13.9,54.0,0.0,Area1
2015-01-08 14:15:00,8353.843744,13.9,54.0,0.0,Area1
2015-01-08 14:30:00,8389.0816,13.9,54.0,0.0,Area1
2015-01-08 14:45:00,8405.904064,13.9,54.0,0.0,Area1
2015-01-08 15:00:00,8442.682144,13.9,54.0,0.0,Area1
2015-01-08 15:15:00,8478.732832,13.9,54.0,0.0,Area1
2015-01-08 15:30:00,8528.950048,13.9,54.0,0.0,Area1
2015-01-08 15:45:00,8587.006528,13.9,54.0,0.0,Area1
2015-01-08 16:00:00,8691.682144,13.9,54.0,0.0,Area1
2015-01-08 16:15:00,8706.76192,13.9,54.0,0.0,Area1
2015-01-08 16:30:00,8721.229408,13.9,54.0,0.0,Area1
2015-01-08 16:45:00,8731.766848,13.9,54.0,0.0,Area1
2015-01-08 17:00:00,8629.246528,13.9,54.0,0.0,Area1
2015-01-08 17:15:00,8483.76064,13.9,54.0,0.0,Area1
2015-01-08 17:30:00,7933.470112,13.9,54.0,0.0,Area1
2015-01-08 17:45:00,7612.304704,13.9,54.0,0.0,Area1
2015-01-08 18:00:00,7623.271552,13.9,54.0,0.0,Area1
